,last_url_element,counts
47911,a2170.v1,1
47912,PONE.0190074,1
47913,WEM.2010.09.008,1
47914,B00196935,1
47915,YPMED.2019.105779,1
47916,WATRES.2019.02.003,1
47917,M208587200,1
47918,a4432.v1,1
47919,PONE.0055524,1
47920,T062063,1
47921,lei:1944-02-23;6289,1
47922,EJCNURSE.2005.03.009,1
47923,PONE.0090305,1
47924,VISRES.2007.11.025,1
47925,YGYNO.2007.01.033,1
47926,GT.3300786,1
47927,PONE.0120420,1
47928,UROLOGY.2011.05.042,1
47929,PMED.1000228,1
47930,TRANSPROCEED.2017.05.008,1
47931,B00101102,1
47932,BJC.6603534,1
47933,YJMCC.2015.04.006,1
47934,py#L474,1
47935,YPMED.2003.10.002,1
47936,PONE.0118279,1
47937,PONE.0066008,1
47938,PONE.0101324,1
47939,MOLONC.2014.02.002,1
47940,TRIM.2005.03.004,1
47941,M005112200,1
47942,PONE.0115404,1
47943,YPMED.2012.02.004,1
47944,YRTPH.2009.11.001,1
47945,PONE.0016340,1
47946,PONE.0062065,1
47947,PONE.0176210,1
47948,M206320200,1
47949,WNEU.2018.11.072,1
47950,M600168200,1
47951,PONE.0145753,1
47952,VACCINE.2020.11.058,1
47953,YPMED.2009.09.003,1
47954,PONE.0117010,1
47955,VETPAR.2014.09.011,1
47956,UROLOGY.2009.05.050,1
47957,VAA.2017.03.011,1
47958,lei:1945-12-24;8435,1
47959,WNEU.2018.05.022,1
47960,GT.3302171,1
47961,PONE.0047990,1
47962,T054125,1
47963,PONE.0084367,1
47964,PGEN.1002296,1
47965,TVJL.2015.04.033,1
47966,UROLOGY.2019.12.019,1
47967,VACCINE.2017.08.062,1
47968,M312680200,1
47969,YJMCC.2009.06.020,1
47970,PONE.0111178,1
47971,YMETH.2006.07.013,1
47972,PONE.0113355,1
47973,M005938200,1
47974,ULTRAS.2018.12.005,1
47975,A.20014,1
47976,PONE.0180373,1
47977,M110.115758,1
47978,VACCINE.2010.04.067,1
47979,UROLOGY.2013.03.034,1
47980,AAD4234,1
47981,aspen.2020.07.003,1
47982,PONE.0103997,1
47983,VACCINE.2013.07.033,1
47984,PCBI.1003891,1
47985,PONE.0070357,1
47986,UROLOGY.2008.10.037,1
47987,EFSA.2017.4859,1
47988,M113.491449,1
47989,TREE.2019.06.010,1
47990,A1834,1
47991,YDBIO.2007.05.037,1
47992,YJMCC.2012.12.008,1
47993,PONE.0040631,1
47994,A.34113,1
47995,TRECAN.2019.02.006,1
47996,PONE.0072589,1
47997,WkKMQN_iaM8,1
47998,M608396200,1
47999,PONE.0030573,1
48000,KJ00001078094,1
48001,UROLOGY.2017.12.005,1
48002,YMPEV.2016.05.030,1
48003,WASMAN.2015.09.026,1
48004,A.31296,1
48005,YJMCC.2018.01.007,1
48006,PONE.0169217,1
48007,PONE.0114342,1
48008,PONE.0116836,1
48009,YDBIO.2005.03.026,1
48010,VIROL.2014.01.003,1
48011,PONE.0117409,1
48012,WASMAN.2020.10.045,1
48013,B00152051,1
48014,M500415-JLR200,1
48015,TVJL.2019.07.002,1
48016,YEXCR.2005.02.015,1
48017,entomol.6.5-6.625-658,1
48018,PONE.0168007,1
48019,ULTRASMEDBIO.2013.05.013,1
48020,WNEU.2013.01.056,1
48021,B00099608,1
48022,media.82b9c206e4b2d2fa772500b0ffb746a1.pdf,1
48023,FEBSLET.2008.11.020,1
48024,BMT.1704662,1
48025,M308172200,1
48026,AAM5488,1
48027,PONE.0126719,1
48028,B00187917,1
48029,PONE.0033754,1
48030,M005667200,1
48031,TSF.2008.06.095,1
48032,E14-05-0961,1
48033,PONE.0115287,1
48034,M413753200,1
48035,T016499,1
48036,PPAT.1002185,1
48037,YGENO.2009.02.006,1
48038,ONC.1207465,1
48039,PONE.0034141,1
48040,UROLONC.2012.10.011,1
48041,PONE.0105196,1
48042,TRIPLEO.2007.04.010,1
48043,YGCEN.2013.06.020,1
48044,VACCINE.2009.11.084,1
48045,TRANSPROCEED.2006.10.103,1
48046,M.02610,1
48047,PPAT.1000471,1
48048,M209235200,1
48049,T044509,1
48050,ULTRAMIC.2006.03.009,1
48051,PCBI.1004383,1
48052,M111.252395,1
48053,PONE.0082013,1
48054,V12.I23.3722,1
48055,WNEU.2018.06.064,1
48056,PONE.0053887,1
48057,PPAT.1005637,1
48058,TRANSPROCEED.2017.01.068,1
48059,PONE.0086814,1
48060,M110.116343,1
48061,B00115895,1
48062,ONC.1208179,1
48063,VACCINE.2010.05.051,1
48064,YEXCR.2020.111822,1
48065,PONE.0181850,1
48066,TRIPLEO.2011.07.029,1
48067,UROLOGY.2020.08.022,1
48068,M400344-JLR200,1
48069,AAA1044,1
48070,WNEU.2019.11.132,1
48071,A0674,1
48072,PONE.0010745,1
48073,VACCINE.2009.11.057,1
48074,PBIO.2003706,1
48075,YMGME.2015.01.007,1
48076,entomol.56.1.5-22,1
48077,YGYNO.2015.11.008,1
48078,M504351200,1
48079,PONE.0049619,1
48080,ULTRAMIC.2006.01.003,1
48081,YDBIO.2018.09.017,1
48082,B00102982,1
48083,TRIM.2009.09.002,1
48084,WATRES.2020.116030,1
48085,M112.380949,1
48086,A2088764,1
48087,YGENO.2005.08.013,1
48088,PONE.0004246,1
48089,PONE.0048216,1
48090,PGEN.1000926,1
48091,YMTHE.2017.02.011,1
48092,FEBSLET.2012.03.010,1
48093,YGCEN.2019.03.015,1
48094,M113.453985,1
48095,somevalue,1
48096,lei:1941-03-19;3124,1
48097,PONE.0008570,1
48098,PONE.0079061,1
48099,VACCINE.2006.05.038,1
48100,WEBSEM.2011.06.002,1
48101,YGCEN.2014.10.002,1
48102,VACCINE.2020.11.065,1
48103,PNTD.0002402,1
48104,PONE.0103731,1
48105,PONE.0176982,1
48106,YDBIO.2014.07.022,1
48107,T063078,1
48108,T2226698,1
48109,ULTRAMIC.2019.02.004,1
48110,lei:1941-08-28;3557,1
48111,AAA8685,1
48112,IJGO.2004.05.017,1
48113,EFSA.2013.3332,1
48114,TUBE.2014.11.003,1
48115,VETPAR.2015.02.010,1
48116,ULTSONCH.2019.104661,1
48117,PONE.0143690,1
48118,PONE.0103413,1
48119,OPTM.2006.11.017,1
48120,YPMED.2011.01.019,1
48121,PONE.0141530,1
48122,PBIO.1002329,1
48123,PONE.0012075,1
48124,M100234200,1
48125,VGIE.2018.08.004,1
48126,PONE.0039384,1
48127,PONE.0029585,1
48128,CGT.7700437,1
48129,M109.009712,1
48130,YHBEH.2017.05.014,1
48131,YDBIO.2006.12.012,1
48132,M111.239384,1
48133,YEXCR.2005.08.022,1
48134,B00159917,1
48135,V4.I2.22,1
48136,JP.7211111,1
48137,LEU.2403310,1
48138,ULTSONCH.2018.03.004,1
48139,YJMCC.2008.09.120,1
48140,UROLONC.2016.01.002,1
48141,B00152801,1
48142,TRANSCI.2012.03.026,1
48143,VlHxW7_AO2U,1
48144,lei:1940-12-30;2919,1
48145,PONE.0107620,1
48146,PONE.0074622,1
48147,VASCN.2013.03.004,1
48148,VIROL.2005.06.011,1
48149,YEXMP.2010.10.013,1
48150,B00197163,1
48151,A.32199,1
48152,lei:1940-03-26;2091,1
48153,JFMS.2010.09.006,1
48154,XKME.2020.09.002,1
48155,IJO.0803021,1
48156,M803918200,1
48157,TVJL.2015.05.010,1
48158,PONE.0020571,1
48159,PONE.0007489,1
48160,PONE.0110237,1
48161,PONE.0187564,1
48162,lei:1943-09-16;5825,1
48163,M709209200,1
48164,a9441.v1,1
48165,UROLONC.2020.08.035,1
48166,PONE.0023655,1
48167,PONE.0131222,1
48168,PGEN.1000733,1
48169,PGEN.1003231,1
48170,PONE.0039280,1
48171,VIROL.2005.10.011,1
48172,O_7157,1
48173,TRANSPROCEED.2008.03.037,1
48174,PONE.0012469,1
48175,WOMBI.2008.04.001,1
48176,PONE.0117116,1
48177,JBIOTEC.2015.03.005,1
48178,V20.I32.11370,1
48179,aspxBibCode=16513524,1
48180,PONE.0121860,1
48181,PONE.0077067,1
48182,B00110030,1
48183,VIRUSRES.2009.03.002,1
48184,PONE.0163678,1
48185,M509881200,1
48186,PONE.0031300,1
48187,YDBIO.2007.08.049,1
48188,PONE.0007622,1
48189,PONE.0025713,1
48190,PONE.0069044,1
48191,WASMAN.2008.05.007,1
48192,lei:1943-04-12;5393,1
48193,humboldtianer_details,1
48194,WNEU.2019.03.176,1
48195,JFP-10-554,1
48196,PONE.0188284,1
48197,M113.523936,1
48198,A.273,1
48199,GENE.6364316,1
48200,PCBI.1005295,1
48201,V10I.4382,1
48202,PONE.0106547,1
48203,VACCINE.2014.06.011,1
48204,PONE.0089888,1
48205,WOMBI.2019.04.005,1
48206,py#L810,1
48207,M109.088815,1
48208,M208297200,1
48209,B00011767,1
48210,PONE.0112921,1
48211,B00168011,1
48212,B00101992,1
48213,VACCINE.2016.06.017,1
48214,WEM.2013.03.024,1
48215,PONE.0173996,1
48216,PONE.0162834,1
48217,AAA2208,1
48218,XPHS.2017.08.009,1
48219,B.31379,1
48220,PONE.0025185,1
48221,A025614,1
48222,VETPAR.2008.02.027,1
48223,TRSL.2019.08.002,1
48224,M510951200,1
48225,PGEN.1002823,1
48226,M114.592063,1
48227,BMT.1703232,1
48228,entomol.17.3-4.537-546,1
48229,PONE.0031094,1
48230,PONE.0113084,1
48231,A.35955,1
48232,TRANSPROCEED.2008.02.086,1
48233,VETMIC.2014.07.014,1
48234,WNEU.2019.02.171,1
48235,K_6079-16,1
48236,VACCINE.2019.06.030,1
48237,pdf#page=87,1
48238,JFP-16-237,1
48239,YEBEH.2015.10.006,1
48240,PONE.0083192,1
48241,UROLOGY.2011.11.039,1
48242,M413353200,1
48243,B.33191,1
48244,YDBIO.2011.09.003,1
48245,M701165200,1
48246,WATRES.2007.11.027,1
48247,VETPAR.2009.05.007,1
48248,M700419-JLR200,1
48249,TRANSPROCEED.2013.08.016,1
48250,YHBEH.2013.07.008,1
48251,M102082200,1
48252,CDD.4401027,1
48253,VIROL.2018.01.027,1
48254,TVJL.2014.07.029,1
48255,PONE.0031266,1
48256,radovsky,1
48257,TRACLI.2013.03.008,1
48258,YJMCC.2010.11.009,1
48259,M010626200,1
48260,VACCINE.2017.03.089,1
48261,M807190200,1
48262,fi%252FabstractWork_4215934,1
48263,JASMS.2009.03.021,1
48264,PONE.0083274,1
48265,EFSA.2014.3557,1
48266,PONE.0083094,1
48267,TRIPLEO.2011.07.048,1
48268,M117.786178,1
48269,VETMIC.2018.02.023,1
48270,PONE.0017005,1
48271,PONE.0179865,1
48272,PONE.0010804,1
48273,FEBSLET.2009.07.046,1
48274,lei:1940-12-26;2910,1
48275,lei:1945-12-03;8270,1
48276,TRIPLEO.2005.08.022,1
48277,OTOHNS.2007.05.002,1
48278,PONE.0075855,1
48279,WEM.2019.02.007,1
48280,PONE.0063040,1
48281,a2181.v1,1
48282,PONE.0040187,1
48283,YMETH.2008.09.020,1
48284,ULTRAMIC.2006.01.005,1
48285,WEBSEM.2013.04.001,1
48286,PPAT.1005356,1
48287,B00087006,1
48288,A.30641,1
48289,MAYOCP.2020.05.006,1
48290,V21.I22.6861,1
48291,TTBDIS.2016.11.007,1
48292,UROLOGY.2005.03.040,1
48293,UROLOGY.2013.10.043,1
48294,WNEU.2018.07.287,1
48295,ULTSONCH.2019.01.011,1
48296,YMTHE.2017.05.016,1
48297,B00052363,1
48298,YEXCR.2012.04.008,1
48299,T004758,1
48300,B00198807,1
48301,UROLONC.2015.11.011,1
48302,VIROL.2013.10.013,1
48303,PCBI.1004918,1
48304,VIROL.2016.10.009,1
48305,PONE.0114014,1
48306,PPAT.1003024,1
48307,PONE.0055489,1
48308,VISRES.2013.12.002,1
48309,EFSA.2015.4077,1
48310,RBR.2016.09.002,1
48311,M502777200,1
48312,M203692200,1
48313,ONC.1205327,1
48314,AEM.2007.01.022,1
48315,TRANSCI.2019.102693,1
48316,VACCINE.2010.02.085,1
48317,PONE.0157158,1
48318,PONE.0009322,1
48319,UROLOGY.2006.03.041,1
48320,VACCINE.2015.05.046,1
48321,VETPAR.2015.01.013,1
48322,PONE.0147133,1
48323,PONE.0128202,1
48324,B00036460,1
48325,M115.659276,1
48326,PONE.0075966,1
48327,PONE.0068879,1
48328,T092042,1
48329,YDBIO.2018.01.015,1
48330,TVJL.2011.08.013,1
48331,M011322200,1
48332,M209793200,1
48333,CGT.7700871,1
48334,PONE.0015154,1
48335,PONE.0048544,1
48336,M306479200,1
48337,ONC.1205838,1
48338,JSGI.2005.08.006,1
48339,dli.2015.166453,1
48340,Z_2589,1
48341,YGYNO.2008.06.034,1
48342,BJC.6604827,1
48343,-devorkin,1
48344,M201708200,1
48345,xn--y9a3aq,1
48346,PONE.0083171,1
48347,TRANSPROCEED.2007.05.055,1
48348,TSF.2012.03.121,1
48349,B00174154,1
48350,YMGMR.2017.03.005,1
48351,TRSL.2012.01.012,1
48352,EMBOR.7400618,1
48353,TRSL.2016.03.004,1
48354,YGCEN.2020.113658,1
48355,PONE.0084044,1
48356,M212084200,1
48357,do;jsessionid=C731938C378F67774FAF2D1143D70EBC,1
48358,NPP.1300072,1
48359,PONE.0068325,1
48360,YMSSP.2010.01.007,1
48361,booksnews,1
48362,WNEU.2018.03.027,1
48363,VPH.2020.106674,1
48364,EJCN.1601946,1
48365,WNEU.2019.04.215,1
48366,WHI.2015.05.004,1
48367,pdf#page=30&view=FitV&scrollbar=1&toolbar=1&statusbar=1&messages=1&navpanes=1,1
48368,PONE.0107469,1
48369,A3851,1
48370,JHSB.2003.10.010,1
48371,V11I1.1694,1
48372,PONE.0162440,1
48373,PONE.0183531,1
48374,WNEU.2018.02.055,1
48375,YGYNO.2015.12.010,1
48376,meals,1
48377,PONE.0040435,1
48378,YRTPH.2020.104694,1
48379,YRTPH.2015.02.003,1
48380,BJC.6600416,1
48381,PONE.0115766,1
48382,PONE.0129570,1
48383,YGENO.2007.07.010,1
48384,JFMS.2009.10.007,1
48385,V1.I2.92,1
48386,UCLIM.2017.04.005,1
48387,T023316,1
48388,VACCINE.2012.07.006,1
48389,PONE.0122665,1
48390,PONE.0122760,1
48391,PONE.0095432,1
48392,PONE.0081917,1
48393,ULTRAMIC.2013.10.006,1
48394,PONE.0030047,1
48395,M408048200,1
48396,V6.I9.643,1
48397,WEM.2015.09.022,1
48398,B00179171,1
48399,PONE.0087639,1
48400,M203888200,1
48401,YGCEN.2017.08.015,1
48402,YGYNO.2020.06.496,1
48403,M309238200,1
48404,WATRES.2006.04.031,1
48405,IJGO.2005.01.020,1
48406,VISRES.2015.01.024,1
48407,FEBSLET.2011.07.042,1
48408,YMSSP.2018.10.018,1
48409,JHH.1001754,1
48410,TRANSCI.2020.102861,1
48411,PONE.0152685,1
48412,FEBSLET.2005.04.007,1
48413,guardianreview,1
48414,PONE.0038350,1
48415,PONE.0049554,1
48416,TRSTMH.2005.06.006,1
48417,A.20072,1
48418,BJP.0705541,1
48419,VACCINE.2009.09.073,1
48420,EMBOR806,1
48421,korn,1
48422,M109.048629,1
48423,VACCINE.2015.03.034,1
48424,WNEU.2015.09.069,1
48425,WATRES.2016.01.033,1
48426,YMETH.2020.06.019,1
48427,YPMED.2012.03.003,1
48428,B00030024,1
48429,M910060199,1
48430,PONE.0019523,1
48431,YGYNO.2011.12.414,1
48432,PONE.0030961,1
48433,VETMIC.2016.10.021,1
48434,PONE.0115091,1
48435,ms.1183,1
48436,KJ00002992157,1
48437,PBIO.1000554,1
48438,VHRI.2020.06.003,1
48439,M004788200,1
48440,B00180088,1
48441,M110.124305,1
48442,PONE.0090891,1
48443,YMBEN.2018.09.004,1
48444,_1887.jpg,1
48445,molcatb.2010.07.022,1
48446,TVJL.2015.11.016,1
48447,B00054459,1
48448,OTOHNS.2007.03.016,1
48449,bildergaleriefromdam-I2.html,1
48450,TRANSPROCEED.2007.03.078,1
48451,M100029200,1
48452,cclet.2009.02.006,1
48453,M004233200,1
48454,UROLOGY.2009.11.068,1
48455,lei:1942-07-01;4425,1
48456,VETMIC.2008.02.011,1
48457,BJC.6604973,1
48458,TRANSPROCEED.2005.03.086,1
48459,EFSA.2017.4678,1
48460,Pitts.1,1
48461,NPP.1300520,1
48462,T087025,1
48463,TRSL.2009.04.005,1
48464,YGYNO.2013.10.025,1
48465,V8.I11.367,1
48466,YMETH.2016.03.004,1
48467,lei:1943-04-30;5441,1
48468,PGEN.1004148,1
48469,BDJ.2017.543,1
48470,WNEU.2018.07.054,1
48471,PONE.0052484,1
48472,_Kumaraswamy,1
48473,PONE.0078343,1
48474,PONE.0167444,1
48475,VETPAR.2007.12.020,1
48476,PONE.0066256,1
48477,PONE.0087407,1
48478,FEBSLET.2012.11.032,1
48479,M602826200,1
48480,PONE.0065861,1
48481,M309027200,1
48482,YMTHE.2020.04.008,1
48483,B.33736,1
48484,WNEU.2017.09.145,1
48485,HDY.6800060,1
48486,YMGME.2013.01.014,1
48487,TRACLI.2018.08.161,1
48488,M011778200,1
48489,PONE.0185451,1
48490,PONE.0099378,1
48491,A1754,1
48492,M061952,1
48493,B00061470,1
48494,YDBIO.2007.01.023,1
48495,PONE.0143034,1
48496,lei:1969-10-01;907,1
48497,PONE.0120230,1
48498,ULTSONCH.2015.05.035,1
48499,JASMS.2009.06.016,1
48500,M506619200,1
48501,PCBI.1004519,1
48502,EJHG.5201993,1
48503,TRC.2017.07.006,1
48504,PONE.0099833,1
48505,KJ00001078604,1
48506,V11.I15.2367,1
48507,EJCN.1601298,1
48508,PPAT.1005273,1
48509,VPH.2016.12.001,1
48510,M306745200,1
48511,KJ00001078178,1
48512,UROLOGY.2009.06.003,1
48513,PONE.0064902,1
48514,M500637200,1
48515,PONE.0151147,1
48516,AORN.2012.07.015,1
48517,PONE.0093490,1
48518,PONE.0095655,1
48519,M002694200,1
48520,B00173183,1
48521,UROLONC.2009.11.001,1
48522,WATRES.2013.05.034,1
48523,A3780,1
48524,UROLOGY.2017.06.010,1
48525,PONE.0057092,1
48526,RIMNI.2015.04.002,1
48527,VACCINE.2010.12.058,1
48528,B00180071,1
48529,PONE.0136753,1
48530,B00142666,1
48531,EFSA.2009.928,1
48532,M603858200,1
48533,PONE.0175859,1
48534,M606409200,1
48535,PONE.0005780,1
48536,B00174064,1
48537,VACCINE.2011.04.092,1
48538,PONE.0181069,1
48539,PONE.0130828,1
48540,V4.I2.109,1
48541,PONE.0037147,1
48542,PONE.0022099,1
48543,TRANSPROCEED.2018.04.079,1
48544,YGENO.2010.04.004,1
48545,PONE.0155048,1
48546,VmzUVOKG2Dk,1
48547,PONE.0189902,1
48548,PONE.0022293,1
48549,VACCINE.2018.10.041,1
48550,PONE.0116328,1
48551,PONE.0093093,1
48552,PONE.0100124,1
48553,M114.627679,1
48554,ULTSONCH.2016.12.034,1
48555,YGYNO.2004.01.011,1
48556,T029941,1
48557,PONE.0069828,1
48558,PONE.0146529,1
48559,M110.132332,1
48560,PONE.0148904,1
48561,PONE.0070150,1
48562,YEXMP.2019.104356,1
48563,PONE.0081714,1
48564,_hal%C3%A1la_%E2%80%93_a_premontrei_rendt%C5%91l_kaptuk_a,1
48565,YGENO.2018.02.012,1
48566,M002782,1
48567,WATRES.2017.03.035,1
48568,PONE.0019582,1
48569,WNEU.2020.09.040,1
48570,WNEU.2017.09.183,1
48571,PONE.0167767,1
48572,YDBIO.2006.05.017,1
48573,VACCINE.2019.11.049,1
48574,PBIO.1000325,1
48575,M308810200,1
48576,lei:1942-12-05;5048,1
48577,PONE.0067312,1
48578,a6867.v1,1
48579,T014945,1
48580,PPAT.1000356,1
48581,PONE.0148548,1
48582,T027745,1
48583,PCBI.1003687,1
48584,EFSA.2011.2425,1
48585,YGCEN.2013.08.014,1
48586,TUBE.2008.12.002,1
48587,VACCINE.2010.03.071,1
48588,YMGME.2020.09.002,1
48589,PONE.0133033,1
48590,MP.4001433,1
48591,B00115998,1
48592,PGEN.1006032,1
48593,VACCINE.2011.08.094,1
48594,M804950200,1
48595,TRACLI.2018.06.005,1
48596,B00199156,1
48597,VACCINE.2010.01.067,1
48598,PONE.0030449,1
48599,PONE.0125322,1
48600,M305295200,1
48601,BJP.0702095,1
48602,PONE.0006355,1
48603,IJO.0803402,1
48604,A.30077,1
48605,PONE.0059576,1
48606,VACCINE.2019.01.077,1
48607,_Lickiss,1
48608,FEBSLET.2015.07.033,1
48609,WNEU.2015.08.065,1
48610,V7I13.1632,1
48611,TVJL.2010.09.021,1
48612,lei:1945-12-01;8264,1
48613,M114.553917,1
48614,WASMAN.2014.09.015,1
48615,JASMS.2005.08.011,1
48616,PONE.0088201,1
48617,T020722,1
48618,T051137,1
48619,IJIR.3901271,1
48620,ULTRASMEDBIO.2017.11.001,1
48621,B00082814,1
48622,JALA.2011.05.001,1
48623,YGYNO.2006.04.003,1
48624,M401339200,1
48625,PONE.0067021,1
48626,T032143,1
48627,KJ00002992738,1
48628,YDBIO.2009.01.005,1
48629,YGYNO.2016.10.003,1
48630,WASMAN.2018.05.016,1
48631,TRF.2017.09.002,1
48632,TRANSCI.2020.102770,1
48633,BJP.0701137,1
48634,VIBSPEC.2012.07.009,1
48635,ULTRASMEDBIO.2019.07.008,1
48636,BJC.6604857,1
48637,PONE.0176372,1
48638,B00163731,1
48639,T056178,1
48640,VHRI.2018.02.002,1
48641,lei:1945-12-10;8337,1
48642,WNEU.2012.06.013,1
48643,B00082329,1
48644,PNTD.0004680,1
48645,B00036732,1
48646,PPAT.1005715,1
48647,YHBEH.2019.104636,1
48648,TRANSPROCEED.2010.05.130,1
48649,PONE.0051024,1
48650,T300006-MCP200,1
48651,_Heyne,1
48652,hannezo81,1
48653,PONE.0063014,1
48654,+38.pdf,1
48655,M304482200,1
48656,YHBEH.2015.07.021,1
48657,V16I3.5431,1
48658,PONE.0084794,1
48659,EYE.6701462,1
48660,T037197,1
48661,PONE.0004718,1
48662,PONE.0051305,1
48663,PPAT.1002675,1
48664,fi%252Factor_Hyp%2525C3%2525A9n%25252C%252BTuuli,1
48665,asp#Judy,1
48666,PONE.0165784,1
48667,B00156356,1
48668,SC.3101796,1
48669,YDBIO.2010.10.025,1
48670,B00094751,1
48671,JBIOTEC.2003.10.007,1
48672,PONE.0164972,1
48673,TRANSPROCEED.2004.04.008,1
48674,M109.085746,1
48675,EFSA.2015.4007,1
48676,PONE.0149407,1
48677,M409449200,1
48678,VETIMM.2016.12.002,1
48679,TREE.2019.08.007,1
48680,KJ00001078381,1
48681,YGYNO.2005.09.037,1
48682,BDJ.4810527,1
48683,T2073606,1
48684,T050010,1
48685,PONE.0063289,1
48686,B00115308,1
48687,PONE.0109878,1
48688,WAOJOU.2020.100481,1
48689,YMETH.2016.07.020,1
48690,S234527,1
48691,PONE.0152566,1
48692,YHBEH.2006.07.006,1
48693,TRB.2014.09.009,1
48694,PONE.0079526,1
48695,TRANSPROCEED.2014.05.023,1
48696,B00129792,1
48697,PONE.0026209,1
48698,PONE.0006542,1
48699,B00094983,1
48700,PONE.0170762,1
48701,PONE.0071262,1
48702,YGENO.2010.05.002,1
48703,YMETH.2014.10.006,1
48704,KJ00004622918,1
48705,JFP-16-117,1
48706,PONE.0157728,1
48707,B00162521,1
48708,PNTD.0000469,1
48709,PBIO.1000386,1
48710,FEBSLET.2006.09.052,1
48711,YMGMR.2017.11.005,1
48712,M110.106419,1
48713,B00094853,1
48714,PONE.0083744,1
48715,HKMS000005:00000s7v,1
48716,PONE.0140260,1
48717,elonet_elokuva_121437,1
48718,PONE.0014437,1
48719,html#REVIEWS,1
48720,JFP-14-233,1
48721,HKMS000005:km003y99,1
48722,M113.505420,1
48723,B00190842,1
48724,M005432200,1
48725,M804794200,1
48726,M109.071068,1
48727,B00195958,1
48728,PONE.0084589,1
48729,PONE.0137026,1
48730,YEXMP.2017.02.005,1
48731,YMGME.2014.05.003,1
48732,PONE.0161697,1
48733,YEBEH.2014.08.136,1
48734,WNEU.2016.06.058,1
48735,EJCTS.2007.04.031,1
48736,M900488-MCP200,1
48737,JHH.1002310,1
48738,PONE.0145989,1
48739,PONE.0054042,1
48740,B00193597,1
48741,PONE.0076648,1
48742,B00174011,1
48743,PONE.0035725,1
48744,PONE.0001809,1
48745,VIROL.2019.02.009,1
48746,VACCINE.2020.04.010,1
48747,dura;;108,1
48748,PONE.0149911,1
48749,YMETH.2011.07.004,1
48750,PONE.0031526,1
48751,FEBSLET.2015.06.025,1
48752,ONC.1203020,1
48753,V4.I2.47,1
48754,AAG1111,1
48755,T072368,1
48756,VACCINE.2010.03.013,1
48757,EYE.6701584,1
48758,P900029-JLR200,1
48759,ATMOSENV.2009.01.016,1
48760,ULTSONCH.2011.01.004,1
48761,T010658,1
48762,PONE.0174812,1
48763,PONE.0048264,1
48764,YHBEH.2010.03.019,1
48765,B00202065,1
48766,lei:1945-05-11;7543,1
48767,PONE.0109609,1
48768,mu011015,1
48769,M110.102137,1
48770,YEBEH.2016.04.022,1
48771,V4.I4.229,1
48772,FEBSLET.2010.12.005,1
48773,PONE.0164414,1
48774,M117.782334,1
48775,PONE.0096164,1
48776,BJC.6604476,1
48777,PONE.0021614,1
48778,WATRES.2018.08.036,1
48779,PMED.1000390,1
48780,YMBEN.2018.03.004,1
48781,FEMSIM.2004.02.006,1
48782,WATRES.2017.09.025,1
48783,PONE.0057933,1
48784,AAD6489,1
48785,PGEN.1005324,1
48786,B00121010,1
48787,A.35182,1
48788,_Reed,1
48789,PGEN.1000982,1
48790,PONE.0032307,1
48791,TRAC.2018.09.007,1
48792,WNEU.2015.12.059,1
48793,VETMIC.2013.01.032,1
48794,PONE.0099638,1
48795,PONE.0005056,1
48796,WNEU.2020.07.226,1
48797,M115.712935,1
48798,T090300,1
48799,M802453200,1
48800,M211042200,1
48801,B00085094,1
48802,ULTSONCH.2019.104956,1
48803,YMPEV.2010.02.002,1
48804,YEBEH.2010.09.022,1
48805,ULTRAMIC.2007.03.014,1
48806,VIRUSRES.2017.08.009,1
48807,VPH.2008.01.008,1
48808,B00183014,1
48809,PONE.0051508,1
48810,WNEU.2018.11.110,1
48811,M100022-MCP200,1
48812,PONE.0157165,1
48813,WATRES.2005.11.022,1
48814,no-mshopp11.htm,1
48815,TRANSPROCEED.2008.03.121,1
48816,M111.290031,1
48817,PONE.0018265,1
48818,PGEN.1004673,1
48819,YEXCR.2004.09.001,1
48820,B00049385,1
48821,VACCINE.2011.03.106,1
48822,M110.135905,1
48823,EMBOR840,1
48824,A003828,1
48825,PONE.0176624,1
48826,lacave.1975,1
48827,WASMAN.2020.11.044,1
48828,entomol.12.3-4.299-331,1
48829,VPRSR.2017.10.004,1
48830,PONE.0152238,1
48831,PNTD.0000682,1
48832,SJPAIN.2016.05.033,1
48833,V11.I43.6880,1
48834,PONE.0061111,1
48835,"_Five_studies_in_one_frame,_NM_2223-2227_(Bruno_Liljefors)_-_Nationalmuseum_-_19284.tif",1
48836,PONE.0081365,1
48837,VASCN.2012.09.002,1
48838,PONE.0119665,1
48839,WATRES.2019.114889,1
48840,PONE.0144496,1
48841,PONE.0145132,1
48842,M300010-JLR200,1
48843,M111.257154,1
48844,TUBE.2019.05.002,1
48845,KJ00005576218,1
48846,_91-99_M%C3%A9moires_et_Documents_de_la_Soci%C3%A9t%C3%A9_Savoisienne_dHistoire_et_dArch%C3%A9ologie_100_,1
48847,WATRES.2017.06.001,1
48848,M304616200,1
48849,PNTD.0000337,1
48850,PONE.0040613,1
48851,AAA4877,1
48852,PONE.0106676,1
48853,VETPAR.2008.01.024,1
48854,PONE.0168079,1
48855,B00056691,1
48856,KJ00002594495,1
48857,tetlet.2003.11.113,1
48858,YGYNO.2015.04.039,1
48859,B.10486,1
48860,PONE.0086922,1
48861,PONE.0091314,1
48862,PONE.0177452,1
48863,_Baker,1
48864,M106176200,1
48865,B00030656,1
48866,PONE.0007517,1
48867,PONE.0009333,1
